loss_train,accuracy_train,precision_train,recall_train,f1_train,TP_train,TN_train,FP_train,FN_train,loss_val,accuracy_val,precision_val,recall_val,f1_val,TP_val,TN_val,FP_val,FN_val,iteration
0.9799180831354146,0.5042061805725098,0.49928489327430725,0.4967670738697052,0.49802279472351074,135450.0,142234.0,135838.0,137213.0,0.6977208027116213,0.5197771191596985,0.5153754949569702,0.47106537222862244,0.4922252297401428,54938.0,67745.0,51660.0,61687.0,0
0.8128126663552449,0.507895827293396,0.5030423998832703,0.498468816280365,0.5007451772689819,135914.0,143802.0,134270.0,136749.0,0.6924335782716715,0.5262466669082642,0.5168505311012268,0.6318628191947937,0.5685990452766418,73691.0,50519.0,68886.0,42934.0,1
0.7491871363229399,0.5115836262702942,0.5068352222442627,0.4997084438800812,0.5032466650009155,136252.0,145495.0,132577.0,136411.0,0.6907217985562579,0.5312714576721191,0.5225794315338135,0.5944523215293884,0.5562036037445068,69328.0,56068.0,63337.0,47297.0,2
0.7187927198342716,0.5165151953697205,0.5119726061820984,0.5011534094810486,0.5065051913261414,136646.0,147817.0,130255.0,136017.0,0.6891580699672286,0.5357581377029419,0.5302320718765259,0.5301093459129333,0.530170738697052,61824.0,64631.0,54774.0,54801.0,3
0.703893101657147,0.5206841826438904,0.5164158940315247,0.5011277794837952,0.5086569786071777,136639.0,150120.0,127952.0,136024.0,0.6890208933094126,0.5358768105506897,0.5371298789978027,0.4389796257019043,0.4831201434135437,51196.0,75287.0,44118.0,65429.0,4
0.6959104633908584,0.5280179977416992,0.5242365002632141,0.5047696232795715,0.5143189430236816,137632.0,153166.0,124906.0,135031.0,0.6901327313727526,0.5325509309768677,0.5201112031936646,0.6977406144142151,0.5959718227386475,81374.0,44324.0,75081.0,35251.0,5
0.691733270822574,0.5327262878417969,0.5293585658073425,0.5065116882324219,0.5176831483840942,138107.0,155284.0,122788.0,134556.0,0.6890142097072329,0.5354489088058472,0.5231696963310242,0.675412654876709,0.5896222591400146,78770.0,47612.0,71793.0,37855.0,6
0.6889944411568063,0.5387691259384155,0.535900354385376,0.5104323029518127,0.5228564143180847,139176.0,157543.0,120529.0,133487.0,0.6878594190206779,0.5393085479736328,0.5394147634506226,0.4628167152404785,0.49818864464759827,53976.0,73317.0,46088.0,62649.0,7
0.6873312046995687,0.5428890585899353,0.5403120517730713,0.5140814781188965,0.5268704891204834,140171.0,158817.0,119255.0,132492.0,0.6890823515361635,0.5354319214820862,0.5567178130149841,0.2934362292289734,0.3843095898628235,34222.0,92156.0,27249.0,82403.0,8
0.6861530215302727,0.5463444590568542,0.5440264344215393,0.5170668363571167,0.5302041172981262,140985.0,159906.0,118166.0,131678.0,0.6903778588494542,0.5327966809272766,0.518121600151062,0.778495192527771,0.6221656203269958,90792.0,34964.0,84441.0,25833.0,9
