loss_train,accuracy_train,precision_train,recall_train,f1_train,TP_train,TN_train,FP_train,FN_train,loss_val,accuracy_val,precision_val,recall_val,f1_val,TP_val,TN_val,FP_val,FN_val,iteration
0.9678506700103192,0.5060256123542786,0.5007379651069641,0.49811890721321106,0.4994249939918518,135712.0,142974.0,135312.0,136737.0,0.7229273961529067,0.5162097811698914,0.5268120765686035,0.22281943261623383,0.31317776441574097,26034.0,95807.0,23384.0,90805.0,0
0.8181393403088626,0.5121700763702393,0.5070119500160217,0.5021306872367859,0.5045595169067383,136805.0,145265.0,133021.0,135644.0,0.6971897115062133,0.5259755253791809,0.5407570600509644,0.28133586049079895,0.3701147735118866,32871.0,91275.0,27916.0,83968.0,1
0.7531808594960927,0.514910101890564,0.5098710656166077,0.5017452836036682,0.505775511264801,136700.0,146879.0,131407.0,135749.0,0.6916681989190923,0.5315552949905396,0.5217147469520569,0.6448617577552795,0.5767883658409119,75345.0,50118.0,69073.0,41494.0,2
0.7243863485182569,0.5191117525100708,0.5142359733581543,0.5042815208435059,0.5092101097106934,137391.0,148502.0,129784.0,135058.0,0.6895793836828824,0.533444881439209,0.531981348991394,0.4782136082649231,0.5036665797233582,55874.0,70035.0,49156.0,60965.0,3
0.710541950470818,0.5235857367515564,0.5189793109893799,0.5053899884223938,0.5120945572853088,137693.0,150664.0,127622.0,134756.0,0.6887227325445918,0.5351438522338867,0.5299573540687561,0.5389382243156433,0.5344100594520569,62969.0,63341.0,55850.0,53870.0,4
0.7029410157085533,0.5279653668403625,0.5235990285873413,0.5082859396934509,0.5158289074897766,138482.0,152287.0,125999.0,133967.0,0.6886090368369583,0.5369486808776855,0.5471851229667664,0.37442976236343384,0.44461607933044434,43748.0,82988.0,36203.0,73091.0,5
0.6974087051964661,0.5335578918457031,0.5295083522796631,0.5125142931938171,0.5208727121353149,139634.0,154215.0,124071.0,132815.0,0.6879359255199468,0.5389145612716675,0.5318315029144287,0.5726341605186462,0.5514791011810303,66906.0,60294.0,58897.0,49933.0,6
0.6938175127039947,0.5381953120231628,0.5344732403755188,0.5154836177825928,0.5248067378997803,140443.0,155960.0,122326.0,132006.0,0.6872164563779553,0.5417658686637878,0.5452395081520081,0.4477871358394623,0.4917314946651459,52319.0,75554.0,43637.0,64520.0,7
0.6912694579515091,0.5425785779953003,0.5390405058860779,0.5202367901802063,0.529471755027771,141738.0,157079.0,121207.0,130711.0,0.6868170571479738,0.5418802499771118,0.5334193110466003,0.59486985206604,0.5624711513519287,69504.0,58396.0,60795.0,47335.0,8
0.688836360258897,0.5468491911888123,0.5435659289360046,0.5239659547805786,0.5335860252380371,142754.0,158415.0,119871.0,129695.0,0.6890669334921166,0.5377833247184753,0.5239068865776062,0.7260503768920898,0.608633279800415,84831.0,42102.0,77089.0,32008.0,9
0.6870935383671564,0.5503772497177124,0.5472235679626465,0.5279557108879089,0.5374169945716858,143841.0,159271.0,119015.0,128608.0,0.692294542416119,0.5325806140899658,0.5767436623573303,0.20949339866638184,0.30734747648239136,24477.0,101228.0,17963.0,92362.0,10
